uv,ocr,search,sellingpoint,payment,material,placement
120.4712,0.2085,0.0053,Discount,cpd,jpg,tips
66.2439,0.0082,0.003,Flash Sale,roi,jpg,tips
3.777,0.0058,0.0004,Gift with Purchase,cpc,jpg,banner
14.8481,0.0707,0.0157,Gift with Purchase,roi,jpg,uncertained
4.8755,0.0954,0.0,Price Drop,cpc,gif,sub-banner
55.7362,0.0366,0.0057,Discount,cpd,swf,tips
218.1149,0.01,0.0011,Discount,roi,swf,uncertained
396.7497,0.3089,0.0096,Spend & Save,cpc,jpg,banner
98.58,0.1,0.0087,Price Drop,cpc,jpg,sub-banner
5.1277,0.1483,0.0,Price Drop,cpc,gif,sub-banner
5.1737,0.1579,0.0,Price Drop,cpc,gif,sub-banner
399.67,0.03,0.0013,Discount,roi,swf,uncertained
0.7548,0.0357,0.0131,Spend & Save,cpc,jpg,banner
1.9896,0.1132,0.0002,Spend & Save,cpc,jpg,banner
901.6351,0.0272,0.0026,Spend & Save,cpc,jpg,banner
2.7254,0.0076,0.0006,Discount,cpm,swf,tips
579.54,0.0094,0.0019,Flash Sale,cpd,jpg,sub-banner
217.9312,0.01,0.0011,Discount,roi,swf,uncertained
807.4223,0.0355,0.0043,Discount,cpm,swf,tips
619.6862,0.0092,0.0008,Price Drop,roi,swf,uncertained
2.8961,0.1591,0.0125,Gift with Purchase,cpc,jpg,banner
16.7163,0.1661,0.0047,Gift with Purchase,cpd,jpg,sub-banner
2.8255,0.1432,0.0112,Gift with Purchase,cpc,jpg,banner
25.9571,0.0235,0.0061,Gift with Purchase,roi,jpg,uncertained
26.1135,0.0775,0.0079,Gift with Purchase,cpm,jpg,tips
0.7023,0.0085,0.0047,Discount,cpm,swf,tips
217.669,0.1212,0.0059,Flash Sale,cpd,jpg,sub-banner
4.8524,0.0906,0.0,Price Drop,cpc,gif,sub-banner
50.0438,0.3072,0.0242,Spend & Save,cpc,jpg,banner
4.9388,0.1087,0.0,Price Drop,cpc,gif,sub-banner
156.2758,0.0586,0.003,Price Drop,cpm,jpg,sub-banner
56.5787,0.0418,0.005,Discount,cpd,swf,tips
5.0929,0.141,0.0,Price Drop,cpc,gif,sub-banner
4.8407,0.0882,0.0,Price Drop,cpc,gif,sub-banner
4.7166,0.0621,0.0,Price Drop,cpc,gif,sub-banner
80.0739,0.0943,0.0045,Discount,cpd,jpg,tips
351.9137,0.0064,0.0019,Flash Sale,roi,jpg,uncertained
2.7661,0.0109,0.0009,Discount,cpm,swf,tips
410.8965,0.0318,0.0053,Flash Sale,roi,jpg,uncertained
209.4047,0.0899,0.0079,Cash/Coupon-Back,cpc,jpg,sub-banner
1.4169,0.0775,0.0159,Spend & Save,cpc,jpg,banner
12.4862,0.078,0.0007,Spend & Save,cpc,jpg,banner
5.2041,0.1643,0.0,Price Drop,cpc,gif,sub-banner
157.0536,0.2211,0.0111,Spend & Save,cpc,jpg,banner
74.2876,0.0666,0.0043,Discount,cpd,swf,uncertained
266.1,0.12,0.0087,Cash/Coupon-Back,cpc,jpg,sub-banner
585.5869,0.0046,0.001,Discount,roi,jpg,uncertained
463.7335,0.1453,0.0087,Spend & Save,cpc,jpg,banner
55.8571,0.0362,0.0046,Discount,cpd,jpg,tips
5.426,0.2108,0.0,Price Drop,cpc,gif,sub-banner
64.185,0.0328,0.0044,Discount,cpd,swf,uncertained
60.4592,0.0071,0.0025,Flash Sale,roi,jpg,tips
159.5429,0.1998,0.0124,Spend & Save,cpc,jpg,banner
58.3768,0.0507,0.0034,Discount,cpd,swf,uncertained
39.1676,0.0559,0.0045,Discount,cpd,jpg,tips
4.76,0.0712,0.0,Price Drop,cpc,gif,sub-banner
58.1677,0.2114,0.0118,Spend & Save,cpc,jpg,banner
87.48,0.04,0.0059,Price Drop,cpc,jpg,sub-banner
13.8942,0.019,0.0191,Gift with Purchase,cpm,jpg,tips
116.5361,0.2438,0.0089,Spend & Save,cpc,jpg,banner
513.5308,0.0222,0.0004,Price Drop,cpm,swf,tips
107.0302,0.048,0.0021,Discount,cpd,swf,uncertained
5.2488,0.1736,0.0,Price Drop,cpc,gif,sub-banner
5.0257,0.1269,0.0,Price Drop,cpc,gif,sub-banner
400.0774,0.0056,0.002,Discount,cpm,swf,tips
4.9702,0.1153,0.0,Price Drop,cpc,gif,sub-banner
6.3617,0.2337,0.0054,Discount,cpd,swf,tips
1021.1355,0.2234,0.0071,Discount,cpm,swf,tips
2.7025,0.0049,0.0004,Discount,cpm,swf,tips
159.8606,0.0145,0.0017,Gift with Purchase,cpm,jpg,sub-banner
943.2047,0.01,0.0013,Spend & Save,cpd,jpg,sub-banner
29.6562,0.2471,0.0097,Spend & Save,cpc,jpg,banner
120.719,0.3221,0.0099,Spend & Save,cpc,jpg,banner
674.6954,0.0173,0.0041,Spend & Save,cpc,swf,tips
197.7703,0.0012,0.0001,Discount,roi,swf,uncertained
356.9204,0.0056,0.0016,Flash Sale,roi,jpg,uncertained
810.1383,0.0393,0.0042,Discount,cpm,swf,tips
64.4543,0.031,0.0044,Discount,cpd,swf,uncertained
258.32,0.01,0.0007,Spend & Save,roi,swf,uncertained
1.7286,0.2769,0.0106,Spend & Save,cpc,jpg,banner
271.7783,0.0633,0.0036,Flash Sale,cpd,jpg,sub-banner
4.5433,0.0258,0.0,Price Drop,cpc,gif,sub-banner
141.8944,0.0002,0.0013,Flash Sale,roi,jpg,uncertained
305.0091,0.1264,0.0115,Discount,cpm,jpg,tips
269.5795,0.0346,0.0014,Discount,cpd,jpg,sub-banner
166.155,0.1011,0.0076,Spend & Save,cpc,jpg,banner
4.6881,0.0562,0.0,Price Drop,cpc,gif,sub-banner
31.49,0.069,0.0028,Spend & Save,cpc,jpg,banner
48.9659,0.2521,0.0139,Spend & Save,cpc,jpg,banner
219.0301,0.0074,0.0014,Discount,roi,jpg,uncertained
4.6347,0.045,0.0,Price Drop,cpc,gif,sub-banner
30.8934,0.2289,0.0088,Spend & Save,cpc,jpg,banner
650.9422,0.0096,0.0004,Discount,roi,swf,uncertained
328.0392,0.0019,0.0005,Discount,roi,jpg,uncertained
204.1474,0.2155,0.0092,Spend & Save,cpc,jpg,banner
64.4837,0.0308,0.0044,Discount,cpd,swf,uncertained
64.2492,0.0324,0.0044,Discount,cpd,swf,uncertained
13.3159,0.2475,0.0153,Spend & Save,cpc,jpg,banner
367.5337,0.032,0.0188,Flash Sale,roi,swf,uncertained
4.7391,0.0669,0.0,Price Drop,cpc,gif,sub-banner
57.5642,0.0543,0.0063,Price Drop,cpm,swf,tips
62.0145,0.0439,0.0037,Discount,cpd,swf,uncertained
4.6574,0.0497,0.0,Price Drop,cpc,gif,sub-banner
650.8518,0.0088,0.0004,Discount,roi,swf,uncertained
4.6083,0.0395,0.0,Price Drop,cpc,gif,sub-banner
468.4103,0.2529,0.0115,Spend & Save,cpc,jpg,banner
12.1561,0.007,0.0082,Gift with Purchase,cpd,jpg,sub-banner
1.7509,0.0209,0.0018,Discount,cpm,swf,uncertained
4.5908,0.0358,0.0,Price Drop,cpc,gif,sub-banner
739.4776,0.01,0.0014,Spend & Save,cpm,swf,tips
4.7576,0.0707,0.0,Price Drop,cpc,gif,sub-banner
664.9826,0.0221,0.003,Discount,cpm,swf,tips
0.6911,0.006,0.0104,Discount,cpm,swf,tips
5.3941,0.2041,0.0,Price Drop,cpc,gif,sub-banner
300.1766,0.0007,0.0002,Discount,roi,swf,uncertained
354.75,0.01,0.0005,Discount,roi,swf,uncertained
1.5929,0.1257,0.0136,Price Drop,roi,jpg,uncertained
61.4006,0.0076,0.0027,Flash Sale,roi,jpg,tips
398.3531,0.0121,0.0021,Discount,cpm,swf,tips
4.646,0.0473,0.0,Price Drop,cpc,gif,sub-banner
62.3,0.04,0.0034,Discount,cpd,swf,uncertained
0.7621,0.0904,0.013,Spend & Save,cpc,jpg,banner
4.777,0.0748,0.0,Price Drop,cpc,gif,sub-banner
99.0298,0.1239,0.0071,Flash Sale,cpd,jpg,sub-banner
276.2354,0.0105,0.0005,Flash Sale,cpm,jpg,tips
288.36,0.01,0.001,Discount,cpc,swf,tips
4.6845,0.0554,0.0,Price Drop,cpc,gif,sub-banner
675.3383,0.0157,0.0034,Spend & Save,cpd,swf,tips
63.3703,0.15,0.0119,Spend & Save,cpc,jpg,banner
54.5325,0.0505,0.0082,Gift with Purchase,cpm,swf,tips
40.8637,0.0516,0.0059,Discount,cpd,swf,tips
18.295,0.1541,0.0061,Gift with Purchase,cpc,jpg,banner
4.9099,0.1027,0.0,Price Drop,cpc,gif,sub-banner
119.2799,0.0931,0.0029,Discount,cpd,swf,uncertained
29.5384,0.2446,0.0096,Spend & Save,cpc,jpg,banner
236.7872,0.0292,0.0245,Gift with Purchase,roi,swf,uncertained
4.9023,0.101,0.0,Price Drop,cpc,gif,sub-banner
20.1289,0.1751,0.0126,Spend & Save,cpc,jpg,banner
4.958,0.1127,0.0,Price Drop,cpc,gif,sub-banner
5.3714,0.1993,0.0,Price Drop,cpc,gif,sub-banner
2.6748,0.0393,0.0033,Discount,cpm,swf,tips
400.0855,0.0053,0.002,Discount,cpm,swf,tips
5.8589,0.0506,0.005,Flash Sale,cpc,jpg,banner
0.79,0.3,0.0125,Spend & Save,cpc,jpg,banner
266.636,0.0191,0.0017,Discount,roi,swf,uncertained
64.6351,0.0551,0.0052,Price Drop,cpm,swf,tips
53.0366,0.0411,0.0095,Flash Sale,cpm,swf,tips
76.528,0.2114,0.0102,Spend & Save,cpc,jpg,banner
277.9391,0.017,0.0002,Discount,cpm,jpg,tips
3.5315,0.0216,0.0017,Gift with Purchase,cpc,jpg,banner
124.4212,0.1118,0.007,Spend & Save,cpc,jpg,banner
154.9464,0.0445,0.0043,Gift with Purchase,cpm,jpg,tips
62.7665,0.15,0.0114,Spend & Save,cpc,jpg,banner
846.0145,0.0044,0.0006,Discount,cpm,swf,tips
5.1577,0.1546,0.0,Price Drop,cpc,gif,sub-banner
452.8968,0.0041,0.0027,Discount,roi,swf,uncertained
490.4392,0.0011,0.0042,Discount,cpm,swf,uncertained
4.211,0.0083,0.0067,Gift with Purchase,cpc,jpg,banner
19.3247,0.2724,0.0157,Gift with Purchase,cpc,jpg,banner
156.3417,0.2496,0.012,Spend & Save,cpc,jpg,banner
0.7025,0.0083,0.0045,Discount,cpm,swf,tips
224.3759,0.0907,0.0028,Discount,cpd,swf,tips
397.5159,0.0003,0.0026,Discount,cpm,swf,tips
56.4759,0.0397,0.005,Discount,cpd,swf,tips
0.6922,0.0118,0.0102,Discount,cpm,swf,tips
1.4368,0.1071,0.0066,Spend & Save,cpc,jpg,banner
12.4647,0.0689,0.0006,Spend & Save,cpc,jpg,banner
5.2522,0.1744,0.0,Price Drop,cpc,gif,sub-banner
79.8808,0.2227,0.0108,Spend & Save,cpc,jpg,banner
0.694,0.0216,0.0099,Discount,cpm,swf,tips
2.7665,0.0086,0.0007,Discount,cpm,swf,tips
44.05,0.23,0.0182,Gift with Purchase,cpc,jpg,banner
3.5853,0.0098,0.0008,Gift with Purchase,cpc,jpg,banner
167.2757,0.1834,0.0057,Spend & Save,cpc,jpg,banner
9.4388,0.0868,0.0102,Flash Sale,roi,jpg,uncertained
57.2838,0.0007,0.0012,Flash Sale,roi,jpg,tips
404.6005,0.0086,0.0007,Discount,cpm,swf,tips
4.5566,0.0286,0.0,Price Drop,cpc,gif,sub-banner
120.7918,0.3199,0.0099,Spend & Save,cpc,jpg,banner
476.6221,0.006,0.0035,Discount,cpm,swf,uncertained
56.8822,0.2196,0.0118,Spend & Save,cpc,jpg,banner
4.7903,0.0069,0.0106,Gift with Purchase,cpc,jpg,banner
997.8231,0.0108,0.0012,Spend & Save,roi,swf,uncertained
49.9049,0.2144,0.0131,Gift with Purchase,cpc,jpg,banner
1012.0441,0.1036,0.0037,Discount,cpm,swf,tips
487.4649,0.1595,0.0071,Spend & Save,cpc,jpg,banner
103.8043,0.0009,0.0011,Flash Sale,roi,jpg,uncertained
83.7059,0.1544,0.0089,Cash/Coupon-Back,cpc,jpg,sub-banner
61.3962,0.0076,0.0027,Flash Sale,roi,jpg,tips
5.2324,0.1702,0.0,Price Drop,cpc,gif,sub-banner
17.1826,0.0392,0.0141,Gift with Purchase,cpd,jpg,sub-banner
0.694,0.0216,0.0099,Discount,cpm,swf,tips
5.76,0.25,0.0085,Spend & Save,cpc,jpg,banner
108.4543,0.0627,0.0027,Discount,cpd,swf,uncertained
967.4361,0.01,0.0011,Price Drop,roi,swf,uncertained
848.135,0.05,0.0057,Flash Sale,roi,jpg,uncertained
171.2051,0.0192,0.0031,Flash Sale,roi,jpg,uncertained
5.2967,0.1837,0.0,Price Drop,cpc,gif,sub-banner
201.4648,0.1927,0.0084,Spend & Save,cpc,jpg,banner
416.4908,0.01,0.0007,Discount,roi,swf,uncertained
404.3072,0.01,0.001,Discount,roi,swf,uncertained
5.8865,0.0392,0.0039,Flash Sale,cpc,jpg,banner
1.4365,0.1645,0.006,Spend & Save,cpc,jpg,banner
385.3044,0.0376,0.0039,Discount,roi,swf,uncertained
3.7656,0.2258,0.0097,Gift with Purchase,roi,jpg,uncertained
810.1398,0.0393,0.0042,Discount,cpm,swf,tips
896.0262,0.01,0.0024,Discount,roi,swf,uncertained
35.6664,0.27,0.0067,Spend & Save,cpc,jpg,banner
395.6869,0.0073,0.0008,Spend & Save,roi,swf,uncertained
19.2326,0.0084,0.004,Flash Sale,roi,jpg,uncertained
115.8518,0.2254,0.0088,Spend & Save,cpc,jpg,banner
54.7018,0.1259,0.0118,Spend & Save,cpd,jpg,sub-banner
2.44,0.2,0.004,Spend & Save,cpc,jpg,banner
61.7447,0.0477,0.004,Discount,cpd,swf,uncertained
13.4984,0.1644,0.0019,Gift with Purchase,cpd,jpg,tips
266.6007,0.0191,0.0017,Discount,roi,swf,uncertained
1.9812,0.1161,0.0001,Spend & Save,cpc,jpg,banner
4.5522,0.0277,0.0,Price Drop,cpc,gif,sub-banner
755.934,0.1053,0.0082,Cash/Coupon-Back,cpc,jpg,sub-banner
14.6314,0.193,0.0047,Discount,cpd,swf,uncertained
19.1443,0.2236,0.0131,Gift with Purchase,cpc,jpg,banner
13.4087,0.2486,0.0147,Spend & Save,cpc,jpg,banner
8.4931,0.0149,0.0015,Flash Sale,cpc,jpg,banner
70.5577,0.0251,0.0018,Flash Sale,cpm,swf,tips
45.8538,0.1952,0.0125,Gift with Purchase,cpc,jpg,banner
462.3975,0.0042,0.002,Discount,roi,swf,uncertained
5.0003,0.1216,0.0,Price Drop,cpc,gif,sub-banner
61.3963,0.0076,0.0027,Flash Sale,roi,jpg,tips
689.1339,0.02,0.0041,Discount,cpm,swf,tips
8.3977,0.0583,0.0035,Spend & Save,cpc,jpg,banner
1.9536,0.0545,0.0,Spend & Save,cpc,jpg,banner
0.6912,0.0063,0.0104,Discount,cpm,swf,tips
4.5642,0.0302,0.0,Price Drop,cpc,gif,sub-banner
810.64,0.04,0.0042,Discount,cpm,swf,tips
36.8764,0.0599,0.004,Discount,cpd,swf,tips
28.5542,0.1579,0.0064,Price Drop,cpc,jpg,banner
513.8958,0.0415,0.0007,Gift with Purchase,cpm,swf,tips
4.9272,0.1063,0.0,Price Drop,cpc,gif,sub-banner
4.8087,0.0914,0.0059,Spend & Save,cpc,jpg,banner
58.7612,0.0533,0.0035,Discount,cpd,swf,uncertained
0.743,0.283,0.0012,Discount,cpm,swf,tips
4.8605,0.0923,0.0,Price Drop,cpc,gif,sub-banner
18.4529,0.0874,0.0066,Gift with Purchase,cpc,jpg,banner
8.5191,0.0005,0.0001,Flash Sale,cpc,jpg,banner
846.0143,0.0044,0.0006,Discount,cpm,swf,tips
20.6216,0.0098,0.0042,Flash Sale,roi,jpg,uncertained
809.3801,0.0382,0.0042,Discount,cpm,swf,tips
62.8542,0.15,0.0115,Spend & Save,cpc,jpg,banner
55.5111,0.0566,0.0074,Price Drop,cpm,swf,tips
31.6031,0.0387,0.0017,Spend & Save,cpc,jpg,banner
143.7319,0.0139,0.0005,Discount,roi,jpg,uncertained
108.3535,0.0634,0.0028,Discount,cpd,jpg,tips
49.4507,0.2182,0.0138,Gift with Purchase,cpc,jpg,banner
4.6417,0.0464,0.0,Price Drop,cpc,gif,sub-banner
114.1032,0.1952,0.0034,Discount,cpd,swf,uncertained
2.716,0.1185,0.0093,Gift with Purchase,cpc,jpg,banner
1013.1199,0.1928,0.0063,Discount,cpm,swf,tips
4.8071,0.0811,0.0,Price Drop,cpc,gif,sub-banner
14.3691,0.1976,0.0048,Discount,cpd,swf,uncertained
4.5128,0.0194,0.0,Price Drop,cpc,gif,sub-banner
4.5535,0.028,0.0,Price Drop,cpc,gif,sub-banner
1.45,0.16,0.0,Spend & Save,cpc,jpg,banner
1017.5969,0.216,0.0069,Discount,cpm,swf,tips
118.8504,0.2974,0.0119,Spend & Save,cpc,jpg,banner
404.1543,0.01,0.0011,Discount,roi,swf,uncertained
1.9745,0.0781,0.0001,Spend & Save,cpc,jpg,banner
262.9729,0.0134,0.0013,Discount,roi,swf,uncertained
730.3387,0.01,0.0013,Gift with Purchase,cpm,swf,tips
3.0313,0.1313,0.0103,Gift with Purchase,cpc,jpg,banner
13.5241,0.2124,0.0052,Discount,cpd,swf,uncertained
53.0696,0.0413,0.0094,Flash Sale,cpm,swf,tips
338.9779,0.03,0.0014,Discount,roi,swf,uncertained
4.7852,0.0765,0.0,Price Drop,cpc,gif,sub-banner
515.5353,0.1282,0.0019,Discount,cpm,swf,tips
806.9346,0.0349,0.0043,Discount,cpm,swf,tips
475.9779,0.0065,0.0033,Discount,cpm,swf,tips
4.502,0.002,0.0098,Gift with Purchase,cpc,jpg,banner
5.1068,0.1439,0.0,Price Drop,cpc,gif,sub-banner
5.0037,0.1223,0.0,Price Drop,cpc,gif,sub-banner
1114.9323,0.0322,0.002,Discount,cpd,jpg,tips
607.28,0.02,0.0021,Spend & Save,cpm,swf,tips
61.5855,0.0499,0.0041,Discount,cpd,swf,uncertained
837.6782,0.0007,0.0013,Discount,cpm,swf,tips
20.8306,0.0099,0.0042,Flash Sale,roi,jpg,uncertained
753.921,0.018,0.0009,Discount,roi,swf,uncertained
224.7068,0.0792,0.0029,Discount,cpd,swf,tips
397.1302,0.2494,0.0101,Spend & Save,cpc,jpg,banner
1019.2267,0.2204,0.007,Discount,cpm,swf,tips
760.3055,0.0168,0.0019,Flash Sale,roi,jpg,uncertained
2.9044,0.155,0.0122,Gift with Purchase,cpc,jpg,banner
1013.0531,0.1919,0.0062,Discount,cpm,swf,tips
91.8901,0.1513,0.0069,Price Drop,cpd,jpg,sub-banner
730.3205,0.01,0.002,Spend & Save,cpm,swf,tips
174.8146,0.0908,0.0038,Spend & Save,cpc,jpg,banner
64.5685,0.0302,0.0044,Discount,cpd,swf,uncertained
56.04,0.06,0.007,Spend & Save,cpm,swf,tips
8.5125,0.0041,0.0004,Flash Sale,cpc,jpg,banner
51.75,0.28,0.0069,Discount,cpd,swf,uncertained
807.5591,0.0358,0.0042,Discount,cpm,swf,tips
7.7013,0.0251,0.004,Spend & Save,cpc,jpg,banner
0.691,0.0056,0.0104,Discount,cpm,swf,tips
718.2072,0.01,0.0015,Discount,cpm,swf,tips
414.7479,0.0358,0.0059,Flash Sale,roi,jpg,uncertained
1017.1335,0.2135,0.0068,Discount,cpm,swf,tips
158.7074,0.2099,0.0119,Spend & Save,cpc,jpg,banner
5.7687,0.0231,0.0023,Flash Sale,cpc,jpg,banner
9.3122,0.143,0.0073,Gift with Purchase,cpc,jpg,banner
1.532,0.0019,0.0002,Discount,cpm,swf,uncertained
6.0692,0.054,0.0053,Flash Sale,cpc,jpg,banner
4.9304,0.1069,0.0,Price Drop,cpc,gif,sub-banner
109.8353,0.0035,0.0006,Flash Sale,roi,jpg,uncertained
3.5399,0.0198,0.0015,Gift with Purchase,cpc,jpg,banner
198.6927,0.0099,0.0009,Discount,roi,swf,uncertained
810.3341,0.0396,0.0042,Discount,cpm,swf,tips
56.9631,0.0566,0.0066,Price Drop,cpm,swf,tips
41.474,0.0418,0.0022,Discount,cpm,jpg,tips
5.0481,0.1316,0.0,Price Drop,cpc,gif,sub-banner
1023.581,0.2469,0.0077,Discount,cpm,swf,tips
1013.0953,0.1893,0.0061,Discount,cpm,swf,tips
1013.3799,0.0542,0.0024,Discount,cpm,swf,tips
589.7181,0.0017,0.0003,Discount,roi,swf,uncertained
513.66,0.0291,0.0005,Price Drop,cpm,swf,tips
2.4127,0.068,0.0182,Discount,roi,swf,uncertained
293.1743,0.0638,0.0056,Discount,cpm,jpg,tips
55.8446,0.0239,0.0044,Discount,cpd,swf,tips
2.2547,0.0224,0.0034,Spend & Save,cpc,jpg,banner
5.185,0.1603,0.0,Price Drop,cpc,gif,sub-banner
162.0111,0.1404,0.0099,Spend & Save,cpc,jpg,banner
57.6989,0.0424,0.0036,Discount,cpd,swf,uncertained
14.356,0.0186,0.0198,Gift with Purchase,roi,jpg,uncertained
199.0828,0.004,0.0004,Discount,roi,swf,uncertained
1.7737,0.2694,0.0134,Spend & Save,cpc,jpg,banner
483.8552,0.0052,0.0028,Discount,cpm,swf,tips
397.3623,0.0001,0.0026,Discount,cpm,swf,tips
116.266,0.2366,0.0089,Spend & Save,cpc,jpg,banner
0.7821,0.2409,0.0126,Spend & Save,cpc,jpg,banner
325.9703,0.2041,0.0188,Discount,cpm,jpg,tips
5.0819,0.1387,0.0,Price Drop,cpc,gif,sub-banner
4.9739,0.1307,0.0017,Gift with Purchase,roi,jpg,uncertained
4.1706,0.0404,0.0111,Gift with Purchase,cpc,jpg,banner
482.4693,0.0039,0.0038,Discount,cpm,swf,uncertained
62.2417,0.0408,0.0035,Discount,cpd,swf,uncertained
142.7565,0.0064,0.0009,Discount,roi,jpg,uncertained
8.4656,0.0231,0.0023,Flash Sale,cpc,jpg,banner
1057.87,0.02,0.0003,Spend & Save,roi,swf,uncertained
38.6949,0.0477,0.0017,Discount,cpm,swf,uncertained
508.1238,0.0593,0.0019,Flash Sale,cpm,swf,tips
18.4788,0.0977,0.0056,Gift with Purchase,cpc,jpg,banner
2.6406,0.0537,0.0045,Discount,cpm,swf,tips
1017.5963,0.2158,0.0069,Discount,cpm,swf,tips
57.5245,0.0569,0.0065,Price Drop,cpm,swf,tips
3.515,0.074,0.0083,Gift with Purchase,cpc,jpg,banner
4.7104,0.0608,0.0,Price Drop,cpc,gif,sub-banner
177.035,0.0912,0.004,Spend & Save,cpc,jpg,banner
4.602,0.0381,0.0,Price Drop,cpc,gif,sub-banner
399.813,0.2881,0.0126,Spend & Save,cpc,jpg,banner
5.3572,0.1964,0.0,Price Drop,cpc,gif,sub-banner
4.4949,0.0157,0.0,Price Drop,cpc,gif,sub-banner
5.0765,0.1376,0.0,Price Drop,cpc,gif,sub-banner
146.8078,0.1896,0.0108,Cash/Coupon-Back,cpc,jpg,sub-banner
4.5444,0.0261,0.0,Price Drop,cpc,gif,sub-banner
119.54,0.01,0.001,Discount,roi,swf,uncertained
883.2254,0.01,0.0017,Spend & Save,cpc,jpg,banner
30.9369,0.2172,0.0084,Spend & Save,cpc,jpg,banner
20.6346,0.0098,0.0042,Flash Sale,roi,jpg,uncertained
14.8978,0.0664,0.016,Gift with Purchase,roi,jpg,uncertained
402.8793,0.0149,0.0025,Flash Sale,roi,jpg,uncertained
249.9078,0.0147,0.0013,Price Drop,cpd,jpg,sub-banner
137.1438,0.0002,0.0013,Flash Sale,roi,jpg,uncertained
2.5738,0.0814,0.0069,Discount,cpm,swf,tips
29.2231,0.1568,0.0121,Gift with Purchase,cpc,jpg,banner
0.7125,0.1203,0.0066,Discount,cpm,swf,tips
64.1877,0.0328,0.0044,Discount,cpd,swf,uncertained
14.509,0.1556,0.0098,Gift with Purchase,roi,jpg,uncertained
155.1265,0.018,0.0,Gift with Purchase,roi,swf,uncertained
63.5197,0.15,0.0121,Spend & Save,cpc,jpg,banner
2.9124,0.1573,0.0124,Gift with Purchase,cpc,jpg,banner
8.5196,0.0002,0.0,Flash Sale,cpc,jpg,banner
61.1326,0.0153,0.0017,Discount,cpm,jpg,uncertained
4.7882,0.0771,0.0,Price Drop,cpc,gif,sub-banner
506.8296,0.0054,0.0011,Spend & Save,cpm,swf,tips
258.965,0.0379,0.0084,Cash/Coupon-Back,cpc,jpg,sub-banner
8.1131,0.0547,0.0041,Spend & Save,cpc,jpg,banner
5.4417,0.2141,0.0,Price Drop,cpc,gif,sub-banner
5.0832,0.139,0.0,Price Drop,cpc,gif,sub-banner
3.5293,0.0221,0.0017,Gift with Purchase,cpc,jpg,banner
63.7218,0.15,0.0123,Spend & Save,cpc,jpg,banner
7.59,0.2686,0.0123,Gift with Purchase,cpc,jpg,banner
8.378,0.2784,0.0069,Discount,cpd,swf,uncertained
122.7142,0.1424,0.009,Discount,cpd,jpg,tips
2.134,0.054,0.0045,Discount,cpm,swf,uncertained
369.7705,0.0217,0.0028,Price Drop,roi,swf,uncertained
7.7819,0.2695,0.0123,Gift with Purchase,cpc,jpg,banner
19.2883,0.2625,0.0152,Gift with Purchase,cpc,jpg,banner
13.9433,0.1415,0.0073,Gift with Purchase,cpm,jpg,tips
61.8795,0.0458,0.0038,Discount,cpd,swf,uncertained
481.651,0.1956,0.0087,Spend & Save,cpc,jpg,banner
506.5975,0.0056,0.0012,Spend & Save,cpm,swf,tips
4.4332,0.0028,0.0,Price Drop,cpc,gif,sub-banner
84.263,0.1265,0.0053,Gift with Purchase,cpd,jpg,sub-banner
619.7318,0.009,0.0008,Gift with Purchase,roi,swf,uncertained
69.0435,0.0143,0.0013,Discount,cpm,swf,tips
404.4609,0.031,0.0052,Discount,roi,jpg,uncertained
369.7827,0.0215,0.0026,Price Drop,roi,swf,uncertained
708.5702,0.0113,0.0016,Discount,cpm,swf,tips
62.0269,0.0438,0.0037,Discount,cpd,swf,uncertained
396.9616,0.2826,0.0099,Spend & Save,cpc,jpg,banner
5.088,0.14,0.0,Price Drop,cpc,gif,sub-banner
57.5446,0.0447,0.0189,Cash/Coupon-Back,cpc,jpg,sub-banner
62.2983,0.15,0.0109,Spend & Save,cpc,jpg,banner
303.0837,0.0053,0.0018,Gift with Purchase,roi,jpg,uncertained
5.1126,0.1451,0.0,Price Drop,cpc,gif,sub-banner
611.6341,0.0166,0.0016,Price Drop,cpm,swf,tips
777.998,0.1361,0.0055,Discount,cpm,swf,tips
4.9938,0.1202,0.0,Price Drop,cpc,gif,sub-banner
199.2424,0.0015,0.0002,Discount,roi,swf,uncertained
220.0777,0.1077,0.0057,Spend & Save,cpc,jpg,banner
673.5619,0.01,0.0021,Discount,roi,swf,uncertained
269.286,0.0306,0.0011,Discount,cpd,jpg,sub-banner
7.8989,0.1242,0.0114,Gift with Purchase,cpc,jpg,banner
80.18,0.24,0.0124,Cash/Coupon-Back,cpc,jpg,sub-banner
404.5418,0.0331,0.0057,Flash Sale,roi,jpg,uncertained
770.4046,0.0129,0.0005,Discount,cpm,swf,tips
17.2632,0.0419,0.0136,Gift with Purchase,cpd,jpg,sub-banner
4.861,0.0924,0.0,Price Drop,cpc,gif,sub-banner
104.4712,0.1176,0.0097,Flash Sale,cpd,jpg,sub-banner
3.9031,0.0456,0.0088,Gift with Purchase,cpc,jpg,banner
30.7901,0.2566,0.0098,Spend & Save,cpc,jpg,banner
9.8349,0.1893,0.0118,Gift with Purchase,cpc,jpg,banner
5.2857,0.1814,0.0,Price Drop,cpc,gif,sub-banner
0.702,0.0008,0.0043,Discount,cpm,swf,tips
0.7503,0.0021,0.0049,Spend & Save,cpc,jpg,banner
172.62,0.02,0.0032,Flash Sale,roi,jpg,uncertained
405.5381,0.0249,0.0042,Flash Sale,roi,jpg,uncertained
107.4574,0.0524,0.0023,Discount,cpd,swf,uncertained
